id,idII,choice_set1,treat_see1,sand_nu1,deich_nu1,bepf_nu1,ufer_nu1,ruck_nu1,steil_nu1,cost_nu1,choice1,ASC11,ASCsq1,choice_set2,treat_see2,sand_nu2,deich_nu2,bepf_nu2,ufer_nu2,ruck_nu2,steil_nu2,cost_nu2,choice2,ASC12,ASCsq2,choice_set3,treat_see3,sand_nu3,deich_nu3,bepf_nu3,ufer_nu3,ruck_nu3,steil_nu3,cost_nu3,choice3,ASC13,ASCsq3,age,genderf,northsea_SH,northsea_LS,balticsea_SH,balticsea_MV,choice
28091,42630,47,2,20,50,60,0,9,30,35,0,1,0,47,2,60,100,5,0,1,45,70,0,0,0,47,2,40,50,5,0,1,15,0,1,0,1,52,1,0,1,0,0,3
28091,42770,48,2,20,100,5,0,6,45,70,0,1,0,48,2,60,50,60,0,1,45,70,0,0,0,48,2,40,50,5,0,1,15,0,1,0,1,52,1,0,1,0,0,3
28092,25333,10,1,40,150,30,0,3,30,190,0,1,0,10,1,20,150,30,0,6,45,110,0,0,0,10,1,40,50,5,0,1,15,0,1,0,1,34,1,0,1,0,0,3
28092,25914,13,1,60,50,60,0,3,45,110,0,1,0,13,1,20,100,5,0,9,15,8,1,0,0,13,1,40,50,5,0,1,15,0,0,0,1,34,1,0,1,0,0,2
28092,27206,19,1,20,100,5,0,9,45,110,1,1,0,19,1,40,150,30,0,3,30,190,0,0,0,19,1,40,50,5,0,1,15,0,0,0,1,34,1,0,1,0,0,1
28092,27228,20,1,20,50,5,0,1,45,35,0,1,0,20,1,60,100,60,0,9,15,20,1,0,0,20,1,40,50,5,0,1,15,0,0,0,1,34,1,0,1,0,0,2
28092,28105,23,1,20,100,60,0,3,30,70,0,1,0,23,1,60,50,5,0,9,15,8,1,0,0,23,1,40,50,5,0,1,15,0,0,0,1,34,1,0,1,0,0,2
28092,28264,24,1,20,100,5,0,6,15,8,1,1,0,24,1,60,50,60,0,6,45,110,0,0,0,24,1,40,50,5,0,1,15,0,0,0,1,34,1,0,1,0,0,1
28092,28561,25,1,60,100,5,0,1,30,20,0,1,0,25,1,20,50,60,0,6,45,70,1,0,0,25,1,40,50,5,0,1,15,0,0,0,1,34,1,0,1,0,0,2
28092,29068,28,1,40,150,30,0,3,30,190,0,1,0,28,1,20,50,60,0,6,45,110,0,0,0,28,1,40,50,5,0,1,15,0,1,0,1,34,1,0,1,0,0,3
28092,30271,33,1,40,150,5,0,6,15,35,1,1,0,33,1,40,150,30,0,3,30,190,0,0,0,33,1,40,50,5,0,1,15,0,0,0,1,34,1,0,1,0,0,1
28092,30930,36,1,40,150,60,0,6,15,20,1,1,0,36,1,40,150,30,0,3,30,70,0,0,0,36,1,40,50,5,0,1,15,0,0,0,1,34,1,0,1,0,0,1
28092,31135,37,1,40,150,30,0,3,15,190,0,1,0,37,1,40,150,5,0,3,45,70,1,0,0,37,1,40,50,5,0,1,15,0,0,0,1,34,1,0,1,0,0,2
28092,32886,46,1,40,150,30,0,3,30,190,0,1,0,46,1,40,150,5,0,6,45,110,0,0,0,46,1,40,50,5,0,1,15,0,1,0,1,34,1,0,1,0,0,3
28093,33800,3,2,20,50,60,0,6,0,8,0,1,0,3,2,40,150,30,0,6,30,190,1,0,0,3,2,40,50,5,0,1,15,0,0,0,1,32,0,0,0,0,1,2
28093,34132,4,2,40,150,30,0,3,30,190,0,1,0,4,2,60,100,60,0,1,0,35,0,0,0,4,2,40,50,5,0,1,15,0,1,0,1,32,0,0,0,0,1,3
28093,34590,7,2,20,100,5,0,1,30,8,1,1,0,7,2,60,50,60,0,9,0,20,0,0,0,7,2,40,50,5,0,1,15,0,0,0,1,32,0,0,0,0,1,1
28093,35345,11,2,60,50,60,0,1,30,8,1,1,0,11,2,20,100,5,0,9,30,8,0,0,0,11,2,40,50,5,0,1,15,0,0,0,1,32,0,0,0,0,1,1
28093,35765,13,2,40,150,30,0,3,30,190,0,1,0,13,2,40,150,5,0,3,30,110,1,0,0,13,2,40,50,5,0,1,15,0,0,0,1,32,0,0,0,0,1,2
28093,37099,19,2,20,100,60,0,3,30,35,0,1,0,19,2,60,50,5,0,6,30,35,1,0,0,19,2,40,50,5,0,1,15,0,0,0,1,32,0,0,0,0,1,2
28093,37198,20,2,40,150,5,0,6,45,190,1,1,0,20,2,40,50,60,0,3,45,190,0,0,0,20,2,40,50,5,0,1,15,0,0,0,1,32,0,0,0,0,1,1
28093,37347,21,2,60,100,5,0,9,0,35,0,1,0,21,2,20,100,60,0,1,0,35,1,0,0,21,2,40,50,5,0,1,15,0,0,0,1,32,0,0,0,0,1,2
28093,41080,39,2,40,150,5,0,1,45,110,0,1,0,39,2,40,150,30,0,3,45,190,0,0,0,39,2,40,50,5,0,1,15,0,1,0,1,32,0,0,0,0,1,3
28093,41188,40,2,40,50,60,0,9,0,20,1,1,0,40,2,40,150,30,0,6,45,190,0,0,0,40,2,40,50,5,0,1,15,0,0,0,1,32,0,0,0,0,1,1
28093,42716,47,2,20,50,60,0,9,30,35,0,1,0,47,2,60,100,5,0,1,45,70,0,0,0,47,2,40,50,5,0,1,15,0,1,0,1,32,0,0,0,0,1,3
28093,42814,48,2,20,100,5,0,6,45,70,0,1,0,48,2,60,50,60,0,1,45,70,0,0,0,48,2,40,50,5,0,1,15,0,1,0,1,32,0,0,0,0,1,3
28094,2358,10,3,40,150,30,70,3,0,190,0,1,0,10,3,20,150,30,140,6,0,110,0,0,0,10,3,40,50,5,0,1,0,0,1,0,1,42,0,1,1,1,0,3
28094,3134,13,3,60,50,60,140,3,0,110,0,1,0,13,3,20,100,5,0,9,0,8,1,0,0,13,3,40,50,5,0,1,0,0,0,0,1,42,0,1,1,1,0,2
28094,4604,19,3,20,100,5,140,9,0,110,0,1,0,19,3,40,150,30,70,3,0,190,0,0,0,19,3,40,50,5,0,1,0,0,1,0,1,42,0,1,1,1,0,3
28094,4680,20,3,20,50,5,140,1,0,35,0,1,0,20,3,60,100,60,0,9,0,20,1,0,0,20,3,40,50,5,0,1,0,0,0,0,1,42,0,1,1,1,0,2
28094,5494,23,3,20,100,60,70,3,0,70,0,1,0,23,3,60,50,5,0,9,0,8,1,0,0,23,3,40,50,5,0,1,0,0,0,0,1,42,0,1,1,1,0,2
28094,5634,24,3,20,100,5,0,6,0,8,1,1,0,24,3,60,50,60,140,6,0,110,0,0,0,24,3,40,50,5,0,1,0,0,0,0,1,42,0,1,1,1,0,1
28094,5792,25,3,60,100,5,70,1,0,20,1,1,0,25,3,20,50,60,140,6,0,70,0,0,0,25,3,40,50,5,0,1,0,0,0,0,1,42,0,1,1,1,0,1
28094,6468,28,3,40,150,30,70,3,0,190,0,1,0,28,3,20,50,60,140,6,0,110,0,0,0,28,3,40,50,5,0,1,0,0,1,0,1,42,0,1,1,1,0,3
28094,7607,33,3,40,150,5,0,6,0,35,1,1,0,33,3,40,150,30,70,3,0,190,0,0,0,33,3,40,50,5,0,1,0,0,0,0,1,42,0,1,1,1,0,1
28094,8485,36,3,40,150,60,0,6,0,20,1,1,0,36,3,40,150,30,70,3,0,70,0,0,0,36,3,40,50,5,0,1,0,0,0,0,1,42,0,1,1,1,0,1
28094,8625,37,3,40,150,30,0,3,0,190,0,1,0,37,3,40,150,5,140,3,0,70,0,0,0,37,3,40,50,5,0,1,0,0,1,0,1,42,0,1,1,1,0,3
28094,10870,46,3,40,150,30,70,3,0,190,0,1,0,46,3,40,150,5,140,6,0,110,0,0,0,46,3,40,50,5,0,1,0,0,1,0,1,42,0,1,1,1,0,3
28095,2434,10,3,40,150,30,70,3,0,190,0,1,0,10,3,20,150,30,140,6,0,110,0,0,0,10,3,40,50,5,0,1,0,0,1,0,1,62,1,1,1,1,0,3
28095,3034,13,3,60,50,60,140,3,0,110,0,1,0,13,3,20,100,5,0,9,0,8,1,0,0,13,3,40,50,5,0,1,0,0,0,0,1,62,1,1,1,1,0,2
28095,4512,19,3,20,100,5,140,9,0,110,0,1,0,19,3,40,150,30,70,3,0,190,0,0,0,19,3,40,50,5,0,1,0,0,1,0,1,62,1,1,1,1,0,3
28095,4696,20,3,20,50,5,140,1,0,35,0,1,0,20,3,60,100,60,0,9,0,20,0,0,0,20,3,40,50,5,0,1,0,0,1,0,1,62,1,1,1,1,0,3
28095,5483,23,3,20,100,60,70,3,0,70,0,1,0,23,3,60,50,5,0,9,0,8,1,0,0,23,3,40,50,5,0,1,0,0,0,0,1,62,1,1,1,1,0,2
28095,5582,24,3,20,100,5,0,6,0,8,1,1,0,24,3,60,50,60,140,6,0,110,0,0,0,24,3,40,50,5,0,1,0,0,0,0,1,62,1,1,1,1,0,1
28095,5738,25,3,60,100,5,70,1,0,20,0,1,0,25,3,20,50,60,140,6,0,70,0,0,0,25,3,40,50,5,0,1,0,0,1,0,1,62,1,1,1,1,0,3
28095,6586,28,3,40,150,30,70,3,0,190,0,1,0,28,3,20,50,60,140,6,0,110,0,0,0,28,3,40,50,5,0,1,0,0,1,0,1,62,1,1,1,1,0,3
28095,7641,33,3,40,150,5,0,6,0,35,1,1,0,33,3,40,150,30,70,3,0,190,0,0,0,33,3,40,50,5,0,1,0,0,0,0,1,62,1,1,1,1,0,1
28095,8396,36,3,40,150,60,0,6,0,20,0,1,0,36,3,40,150,30,70,3,0,70,0,0,0,36,3,40,50,5,0,1,0,0,1,0,1,62,1,1,1,1,0,3
28095,8553,37,3,40,150,30,0,3,0,190,0,1,0,37,3,40,150,5,140,3,0,70,0,0,0,37,3,40,50,5,0,1,0,0,1,0,1,62,1,1,1,1,0,3
28095,10863,46,3,40,150,30,70,3,0,190,0,1,0,46,3,40,150,5,140,6,0,110,1,0,0,46,3,40,50,5,0,1,0,0,0,0,1,62,1,1,1,1,0,2
28096,2370,10,3,40,150,30,70,3,0,190,1,1,0,10,3,20,150,30,140,6,0,110,0,0,0,10,3,40,50,5,0,1,0,0,0,0,1,36,0,0,0,0,1,1
28096,3127,13,3,60,50,60,140,3,0,110,1,1,0,13,3,20,100,5,0,9,0,8,0,0,0,13,3,40,50,5,0,1,0,0,0,0,1,36,0,0,0,0,1,1
28096,4502,19,3,20,100,5,140,9,0,110,0,1,0,19,3,40,150,30,70,3,0,190,1,0,0,19,3,40,50,5,0,1,0,0,0,0,1,36,0,0,0,0,1,2
28096,4831,20,3,20,50,5,140,1,0,35,1,1,0,20,3,60,100,60,0,9,0,20,0,0,0,20,3,40,50,5,0,1,0,0,0,0,1,36,0,0,0,0,1,1
28096,5439,23,3,20,100,60,70,3,0,70,1,1,0,23,3,60,50,5,0,9,0,8,0,0,0,23,3,40,50,5,0,1,0,0,0,0,1,36,0,0,0,0,1,1
28096,5550,24,3,20,100,5,0,6,0,8,0,1,0,24,3,60,50,60,140,6,0,110,1,0,0,24,3,40,50,5,0,1,0,0,0,0,1,36,0,0,0,0,1,2
28096,5760,25,3,60,100,5,70,1,0,20,0,1,0,25,3,20,50,60,140,6,0,70,1,0,0,25,3,40,50,5,0,1,0,0,0,0,1,36,0,0,0,0,1,2
28096,6439,28,3,40,150,30,70,3,0,190,0,1,0,28,3,20,50,60,140,6,0,110,1,0,0,28,3,40,50,5,0,1,0,0,0,0,1,36,0,0,0,0,1,2
28096,7731,33,3,40,150,5,0,6,0,35,0,1,0,33,3,40,150,30,70,3,0,190,1,0,0,33,3,40,50,5,0,1,0,0,0,0,1,36,0,0,0,0,1,2
28096,8327,36,3,40,150,60,0,6,0,20,0,1,0,36,3,40,150,30,70,3,0,70,1,0,0,36,3,40,50,5,0,1,0,0,0,0,1,36,0,0,0,0,1,2
28096,8513,37,3,40,150,30,0,3,0,190,1,1,0,37,3,40,150,5,140,3,0,70,0,0,0,37,3,40,50,5,0,1,0,0,0,0,1,36,0,0,0,0,1,1
28096,10814,46,3,40,150,30,70,3,0,190,1,1,0,46,3,40,150,5,140,6,0,110,0,0,0,46,3,40,50,5,0,1,0,0,0,0,1,36,0,0,0,0,1,1
28097,2474,10,3,40,150,30,70,3,0,190,1,1,0,10,3,20,150,30,140,6,0,110,0,0,0,10,3,40,50,5,0,1,0,0,0,0,1,59,0,0,0,0,1,1
28097,3054,13,3,60,50,60,140,3,0,110,1,1,0,13,3,20,100,5,0,9,0,8,0,0,0,13,3,40,50,5,0,1,0,0,0,0,1,59,0,0,0,0,1,1
28097,4654,19,3,20,100,5,140,9,0,110,0,1,0,19,3,40,150,30,70,3,0,190,1,0,0,19,3,40,50,5,0,1,0,0,0,0,1,59,0,0,0,0,1,2
28097,4802,20,3,20,50,5,140,1,0,35,0,1,0,20,3,60,100,60,0,9,0,20,1,0,0,20,3,40,50,5,0,1,0,0,0,0,1,59,0,0,0,0,1,2
28097,5488,23,3,20,100,60,70,3,0,70,1,1,0,23,3,60,50,5,0,9,0,8,0,0,0,23,3,40,50,5,0,1,0,0,0,0,1,59,0,0,0,0,1,1
28097,5693,24,3,20,100,5,0,6,0,8,0,1,0,24,3,60,50,60,140,6,0,110,1,0,0,24,3,40,50,5,0,1,0,0,0,0,1,59,0,0,0,0,1,2
28097,5823,25,3,60,100,5,70,1,0,20,1,1,0,25,3,20,50,60,140,6,0,70,0,0,0,25,3,40,50,5,0,1,0,0,0,0,1,59,0,0,0,0,1,1
28097,6469,28,3,40,150,30,70,3,0,190,1,1,0,28,3,20,50,60,140,6,0,110,0,0,0,28,3,40,50,5,0,1,0,0,0,0,1,59,0,0,0,0,1,1
28097,7693,33,3,40,150,5,0,6,0,35,0,1,0,33,3,40,150,30,70,3,0,190,1,0,0,33,3,40,50,5,0,1,0,0,0,0,1,59,0,0,0,0,1,2
28097,8478,36,3,40,150,60,0,6,0,20,0,1,0,36,3,40,150,30,70,3,0,70,1,0,0,36,3,40,50,5,0,1,0,0,0,0,1,59,0,0,0,0,1,2
28097,8511,37,3,40,150,30,0,3,0,190,0,1,0,37,3,40,150,5,140,3,0,70,1,0,0,37,3,40,50,5,0,1,0,0,0,0,1,59,0,0,0,0,1,2
28097,10900,46,3,40,150,30,70,3,0,190,1,1,0,46,3,40,150,5,140,6,0,110,0,0,0,46,3,40,50,5,0,1,0,0,0,0,1,59,0,0,0,0,1,1
28100,2449,10,3,40,150,30,70,3,0,190,0,1,0,10,3,20,150,30,140,6,0,110,0,0,0,10,3,40,50,5,0,1,0,0,1,0,1,67,0,1,0,1,1,3
28100,3091,13,3,60,50,60,140,3,0,110,0,1,0,13,3,20,100,5,0,9,0,8,0,0,0,13,3,40,50,5,0,1,0,0,1,0,1,67,0,1,0,1,1,3
28100,4580,19,3,20,100,5,140,9,0,110,0,1,0,19,3,40,150,30,70,3,0,190,0,0,0,19,3,40,50,5,0,1,0,0,1,0,1,67,0,1,0,1,1,3
28100,4760,20,3,20,50,5,140,1,0,35,0,1,0,20,3,60,100,60,0,9,0,20,0,0,0,20,3,40,50,5,0,1,0,0,1,0,1,67,0,1,0,1,1,3
28100,5460,23,3,20,100,60,70,3,0,70,0,1,0,23,3,60,50,5,0,9,0,8,0,0,0,23,3,40,50,5,0,1,0,0,1,0,1,67,0,1,0,1,1,3
28100,5549,24,3,20,100,5,0,6,0,8,0,1,0,24,3,60,50,60,140,6,0,110,0,0,0,24,3,40,50,5,0,1,0,0,1,0,1,67,0,1,0,1,1,3
28100,5745,25,3,60,100,5,70,1,0,20,0,1,0,25,3,20,50,60,140,6,0,70,0,0,0,25,3,40,50,5,0,1,0,0,1,0,1,67,0,1,0,1,1,3
28100,6433,28,3,40,150,30,70,3,0,190,0,1,0,28,3,20,50,60,140,6,0,110,0,0,0,28,3,40,50,5,0,1,0,0,1,0,1,67,0,1,0,1,1,3
28100,7652,33,3,40,150,5,0,6,0,35,0,1,0,33,3,40,150,30,70,3,0,190,0,0,0,33,3,40,50,5,0,1,0,0,1,0,1,67,0,1,0,1,1,3
28100,8324,36,3,40,150,60,0,6,0,20,0,1,0,36,3,40,150,30,70,3,0,70,0,0,0,36,3,40,50,5,0,1,0,0,1,0,1,67,0,1,0,1,1,3
28100,8504,37,3,40,150,30,0,3,0,190,0,1,0,37,3,40,150,5,140,3,0,70,0,0,0,37,3,40,50,5,0,1,0,0,1,0,1,67,0,1,0,1,1,3
28100,10896,46,3,40,150,30,70,3,0,190,0,1,0,46,3,40,150,5,140,6,0,110,0,0,0,46,3,40,50,5,0,1,0,0,1,0,1,67,0,1,0,1,1,3
28101,25261,10,1,40,150,30,0,3,30,190,0,1,0,10,1,20,150,30,0,6,45,110,0,0,0,10,1,40,50,5,0,1,15,0,1,0,1,26,1,0,0,0,0,3
28101,25791,13,1,60,50,60,0,3,45,110,0,1,0,13,1,20,100,5,0,9,15,8,1,0,0,13,1,40,50,5,0,1,15,0,0,0,1,26,1,0,0,0,0,2
28101,27145,19,1,20,100,5,0,9,45,110,0,1,0,19,1,40,150,30,0,3,30,190,0,0,0,19,1,40,50,5,0,1,15,0,1,0,1,26,1,0,0,0,0,3
28101,27356,20,1,20,50,5,0,1,45,35,0,1,0,20,1,60,100,60,0,9,15,20,1,0,0,20,1,40,50,5,0,1,15,0,0,0,1,26,1,0,0,0,0,2
28101,27942,23,1,20,100,60,0,3,30,70,0,1,0,23,1,60,50,5,0,9,15,8,0,0,0,23,1,40,50,5,0,1,15,0,1,0,1,26,1,0,0,0,0,3
28101,28373,24,1,20,100,5,0,6,15,8,1,1,0,24,1,60,50,60,0,6,45,110,0,0,0,24,1,40,50,5,0,1,15,0,0,0,1,26,1,0,0,0,0,1
28101,28568,25,1,60,100,5,0,1,30,20,0,1,0,25,1,20,50,60,0,6,45,70,0,0,0,25,1,40,50,5,0,1,15,0,1,0,1,26,1,0,0,0,0,3
28101,29198,28,1,40,150,30,0,3,30,190,0,1,0,28,1,20,50,60,0,6,45,110,0,0,0,28,1,40,50,5,0,1,15,0,1,0,1,26,1,0,0,0,0,3
28101,30262,33,1,40,150,5,0,6,15,35,0,1,0,33,1,40,150,30,0,3,30,190,0,0,0,33,1,40,50,5,0,1,15,0,1,0,1,26,1,0,0,0,0,3
28101,30912,36,1,40,150,60,0,6,15,20,0,1,0,36,1,40,150,30,0,3,30,70,0,0,0,36,1,40,50,5,0,1,15,0,1,0,1,26,1,0,0,0,0,3
28101,31003,37,1,40,150,30,0,3,15,190,0,1,0,37,1,40,150,5,0,3,45,70,0,0,0,37,1,40,50,5,0,1,15,0,1,0,1,26,1,0,0,0,0,3
28101,32909,46,1,40,150,30,0,3,30,190,0,1,0,46,1,40,150,5,0,6,45,110,0,0,0,46,1,40,50,5,0,1,15,0,1,0,1,26,1,0,0,0,0,3
28102,25180,10,1,40,150,30,0,3,30,190,0,1,0,10,1,20,150,30,0,6,45,110,1,0,0,10,1,40,50,5,0,1,15,0,0,0,1,47,0,1,0,1,0,2
28102,25782,13,1,60,50,60,0,3,45,110,1,1,0,13,1,20,100,5,0,9,15,8,0,0,0,13,1,40,50,5,0,1,15,0,0,0,1,47,0,1,0,1,0,1
28102,26984,19,1,20,100,5,0,9,45,110,1,1,0,19,1,40,150,30,0,3,30,190,0,0,0,19,1,40,50,5,0,1,15,0,0,0,1,47,0,1,0,1,0,1
28102,27470,20,1,20,50,5,0,1,45,35,0,1,0,20,1,60,100,60,0,9,15,20,1,0,0,20,1,40,50,5,0,1,15,0,0,0,1,47,0,1,0,1,0,2
28102,27900,23,1,20,100,60,0,3,30,70,1,1,0,23,1,60,50,5,0,9,15,8,0,0,0,23,1,40,50,5,0,1,15,0,0,0,1,47,0,1,0,1,0,1
28102,28172,24,1,20,100,5,0,6,15,8,0,1,0,24,1,60,50,60,0,6,45,110,1,0,0,24,1,40,50,5,0,1,15,0,0,0,1,47,0,1,0,1,0,2
28102,28582,25,1,60,100,5,0,1,30,20,0,1,0,25,1,20,50,60,0,6,45,70,1,0,0,25,1,40,50,5,0,1,15,0,0,0,1,47,0,1,0,1,0,2
28102,29295,28,1,40,150,30,0,3,30,190,0,1,0,28,1,20,50,60,0,6,45,110,1,0,0,28,1,40,50,5,0,1,15,0,0,0,1,47,0,1,0,1,0,2
28102,30099,33,1,40,150,5,0,6,15,35,1,1,0,33,1,40,150,30,0,3,30,190,0,0,0,33,1,40,50,5,0,1,15,0,0,0,1,47,0,1,0,1,0,1
28102,30732,36,1,40,150,60,0,6,15,20,0,1,0,36,1,40,150,30,0,3,30,70,1,0,0,36,1,40,50,5,0,1,15,0,0,0,1,47,0,1,0,1,0,2
28102,31169,37,1,40,150,30,0,3,15,190,0,1,0,37,1,40,150,5,0,3,45,70,1,0,0,37,1,40,50,5,0,1,15,0,0,0,1,47,0,1,0,1,0,2
28102,32994,46,1,40,150,30,0,3,30,190,0,1,0,46,1,40,150,5,0,6,45,110,1,0,0,46,1,40,50,5,0,1,15,0,0,0,1,47,0,1,0,1,0,2
28103,2319,10,3,40,150,30,70,3,0,190,1,1,0,10,3,20,150,30,140,6,0,110,0,0,0,10,3,40,50,5,0,1,0,0,0,0,1,28,0,1,0,0,0,1
28103,3101,13,3,60,50,60,140,3,0,110,0,1,0,13,3,20,100,5,0,9,0,8,1,0,0,13,3,40,50,5,0,1,0,0,0,0,1,28,0,1,0,0,0,2
28103,4473,19,3,20,100,5,140,9,0,110,1,1,0,19,3,40,150,30,70,3,0,190,0,0,0,19,3,40,50,5,0,1,0,0,0,0,1,28,0,1,0,0,0,1
28103,4695,20,3,20,50,5,140,1,0,35,0,1,0,20,3,60,100,60,0,9,0,20,1,0,0,20,3,40,50,5,0,1,0,0,0,0,1,28,0,1,0,0,0,2
28103,5471,23,3,20,100,60,70,3,0,70,0,1,0,23,3,60,50,5,0,9,0,8,1,0,0,23,3,40,50,5,0,1,0,0,0,0,1,28,0,1,0,0,0,2
28103,5554,24,3,20,100,5,0,6,0,8,1,1,0,24,3,60,50,60,140,6,0,110,0,0,0,24,3,40,50,5,0,1,0,0,0,0,1,28,0,1,0,0,0,1
28103,5721,25,3,60,100,5,70,1,0,20,1,1,0,25,3,20,50,60,140,6,0,70,0,0,0,25,3,40,50,5,0,1,0,0,0,0,1,28,0,1,0,0,0,1
28103,6472,28,3,40,150,30,70,3,0,190,0,1,0,28,3,20,50,60,140,6,0,110,1,0,0,28,3,40,50,5,0,1,0,0,0,0,1,28,0,1,0,0,0,2
28103,7764,33,3,40,150,5,0,6,0,35,1,1,0,33,3,40,150,30,70,3,0,190,0,0,0,33,3,40,50,5,0,1,0,0,0,0,1,28,0,1,0,0,0,1
28103,8355,36,3,40,150,60,0,6,0,20,0,1,0,36,3,40,150,30,70,3,0,70,1,0,0,36,3,40,50,5,0,1,0,0,0,0,1,28,0,1,0,0,0,2
28103,8534,37,3,40,150,30,0,3,0,190,0,1,0,37,3,40,150,5,140,3,0,70,1,0,0,37,3,40,50,5,0,1,0,0,0,0,1,28,0,1,0,0,0,2
28103,10796,46,3,40,150,30,70,3,0,190,0,1,0,46,3,40,150,5,140,6,0,110,1,0,0,46,3,40,50,5,0,1,0,0,0,0,1,28,0,1,0,0,0,2
28104,2349,10,3,40,150,30,70,3,0,190,0,1,0,10,3,20,150,30,140,6,0,110,1,0,0,10,3,40,50,5,0,1,0,0,0,0,1,21,0,0,0,0,1,2
28104,3129,13,3,60,50,60,140,3,0,110,0,1,0,13,3,20,100,5,0,9,0,8,1,0,0,13,3,40,50,5,0,1,0,0,0,0,1,21,0,0,0,0,1,2
28104,4659,19,3,20,100,5,140,9,0,110,1,1,0,19,3,40,150,30,70,3,0,190,0,0,0,19,3,40,50,5,0,1,0,0,0,0,1,21,0,0,0,0,1,1
28104,4724,20,3,20,50,5,140,1,0,35,0,1,0,20,3,60,100,60,0,9,0,20,1,0,0,20,3,40,50,5,0,1,0,0,0,0,1,21,0,0,0,0,1,2
28104,5352,23,3,20,100,60,70,3,0,70,0,1,0,23,3,60,50,5,0,9,0,8,1,0,0,23,3,40,50,5,0,1,0,0,0,0,1,21,0,0,0,0,1,2
28104,5586,24,3,20,100,5,0,6,0,8,1,1,0,24,3,60,50,60,140,6,0,110,0,0,0,24,3,40,50,5,0,1,0,0,0,0,1,21,0,0,0,0,1,1
28104,5773,25,3,60,100,5,70,1,0,20,1,1,0,25,3,20,50,60,140,6,0,70,0,0,0,25,3,40,50,5,0,1,0,0,0,0,1,21,0,0,0,0,1,1
28104,6490,28,3,40,150,30,70,3,0,190,0,1,0,28,3,20,50,60,140,6,0,110,1,0,0,28,3,40,50,5,0,1,0,0,0,0,1,21,0,0,0,0,1,2
28104,7625,33,3,40,150,5,0,6,0,35,1,1,0,33,3,40,150,30,70,3,0,190,0,0,0,33,3,40,50,5,0,1,0,0,0,0,1,21,0,0,0,0,1,1
28104,8486,36,3,40,150,60,0,6,0,20,1,1,0,36,3,40,150,30,70,3,0,70,0,0,0,36,3,40,50,5,0,1,0,0,0,0,1,21,0,0,0,0,1,1
28104,8509,37,3,40,150,30,0,3,0,190,0,1,0,37,3,40,150,5,140,3,0,70,0,0,0,37,3,40,50,5,0,1,0,0,1,0,1,21,0,0,0,0,1,3
28104,10842,46,3,40,150,30,70,3,0,190,0,1,0,46,3,40,150,5,140,6,0,110,1,0,0,46,3,40,50,5,0,1,0,0,0,0,1,21,0,0,0,0,1,2
28105,2401,10,3,40,150,30,70,3,0,190,1,1,0,10,3,20,150,30,140,6,0,110,0,0,0,10,3,40,50,5,0,1,0,0,0,0,1,70,0,1,0,0,1,1
28105,3160,13,3,60,50,60,140,3,0,110,1,1,0,13,3,20,100,5,0,9,0,8,0,0,0,13,3,40,50,5,0,1,0,0,0,0,1,70,0,1,0,0,1,1
28105,4576,19,3,20,100,5,140,9,0,110,0,1,0,19,3,40,150,30,70,3,0,190,1,0,0,19,3,40,50,5,0,1,0,0,0,0,1,70,0,1,0,0,1,2
28105,4732,20,3,20,50,5,140,1,0,35,1,1,0,20,3,60,100,60,0,9,0,20,0,0,0,20,3,40,50,5,0,1,0,0,0,0,1,70,0,1,0,0,1,1
28105,5440,23,3,20,100,60,70,3,0,70,1,1,0,23,3,60,50,5,0,9,0,8,0,0,0,23,3,40,50,5,0,1,0,0,0,0,1,70,0,1,0,0,1,1
28105,5589,24,3,20,100,5,0,6,0,8,0,1,0,24,3,60,50,60,140,6,0,110,1,0,0,24,3,40,50,5,0,1,0,0,0,0,1,70,0,1,0,0,1,2
28105,5801,25,3,60,100,5,70,1,0,20,0,1,0,25,3,20,50,60,140,6,0,70,1,0,0,25,3,40,50,5,0,1,0,0,0,0,1,70,0,1,0,0,1,2
28105,6510,28,3,40,150,30,70,3,0,190,1,1,0,28,3,20,50,60,140,6,0,110,0,0,0,28,3,40,50,5,0,1,0,0,0,0,1,70,0,1,0,0,1,1
28105,7659,33,3,40,150,5,0,6,0,35,0,1,0,33,3,40,150,30,70,3,0,190,1,0,0,33,3,40,50,5,0,1,0,0,0,0,1,70,0,1,0,0,1,2
28105,8357,36,3,40,150,60,0,6,0,20,0,1,0,36,3,40,150,30,70,3,0,70,1,0,0,36,3,40,50,5,0,1,0,0,0,0,1,70,0,1,0,0,1,2
28105,8670,37,3,40,150,30,0,3,0,190,0,1,0,37,3,40,150,5,140,3,0,70,1,0,0,37,3,40,50,5,0,1,0,0,0,0,1,70,0,1,0,0,1,2
28105,10781,46,3,40,150,30,70,3,0,190,1,1,0,46,3,40,150,5,140,6,0,110,0,0,0,46,3,40,50,5,0,1,0,0,0,0,1,70,0,1,0,0,1,1
28106,25228,10,1,40,150,30,0,3,30,190,0,1,0,10,1,20,150,30,0,6,45,110,1,0,0,10,1,40,50,5,0,1,15,0,0,0,1,63,0,0,0,0,1,2
28106,25803,13,1,60,50,60,0,3,45,110,1,1,0,13,1,20,100,5,0,9,15,8,0,0,0,13,1,40,50,5,0,1,15,0,0,0,1,63,0,0,0,0,1,1
28106,27140,19,1,20,100,5,0,9,45,110,1,1,0,19,1,40,150,30,0,3,30,190,0,0,0,19,1,40,50,5,0,1,15,0,0,0,1,63,0,0,0,0,1,1
