line,invasive1,cost1,y1,spec101,spec251,prot251,prot501,invasive2,cost2,y2,spec102,spec252,prot252,prot502,invasive3,cost3,y3,spec103,spec253,prot253,prot503,respid,male,agegr,q1,q2,q3,q4,q4_other,q5_1,q5_2,q5_3,q6,q7,q9_1,q9_2,q9_3,q9_4,q9_5,q9_6,q9_7,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,block,choice1,choice2,choice3,choice4,choice5,choice6,q22_1,q22_2,q22_3,q22_4,q22_5,q22_6,q22_7,q22_8,q22_9,q22_10,q23_1,q23_2,q24_1,q24_2,q24_3,q24_4,q24_5,q24_6,q24_7,q25_1,q25_2,q28,angling,scuba,q31,q32,q33,q34,earner,q36_1,q36_2,q36_3,edu,job,age,country,dist_db,dist_coast,dist_nsea,dist2_db,dist2_coast,dist2_nsea,inttime,resumed,income,lnincome,hhsize,children,child,firstcard,job1,job2,job3,job4,job5,job6,job7,job8,certainty1,certainty2,certainty3,certainty4,certainty5,certainty6,certainty,status,secfish,secrenew,secoil,secmarine,marinesector,coast1m,coast2m,coast4m,coast6m,coast10m,coast25m,coast50m,tottime,lntottime,tottimek,tottimek2,incomek,id,set
185,1,0,1,0,0,0,0,0,10,0,0,1,0,1,1,20,0,1,0,0,0,231,0,1,0,1,6,NA,NA,4,4,4,0,1,0,0,0,3,2,0,1,0,NA,3,0,0,0,1,0,0,1,4,1,3,1,2,1,3,3,4,3,3,2,2,4,3,4,3,5,5,3,2,3,3,4,4,4,2,2,0,0,0,0,1,8,3,0,0,3,0,6,2,24,1,492.033050537109,0.525885939598083,73.9734191894531,502.754974365234,1.08971643447876,85.8511810302734,15.05,1,2500,7.8240461,3,0,0,5,0,1,0,0,0,0,0,0,4,4,3,3,4,4,22,0,0,0,0,0,0,1,1,1,1,1,1,1,903,6.8057227,.903,.815409,2.5,31,5
186,1,0,0,0,0,0,0,0,60,0,0,1,0,0,1,10,1,1,0,1,0,231,0,1,0,1,6,NA,NA,4,4,4,0,1,0,0,0,3,2,0,1,0,NA,3,0,0,0,1,0,0,1,4,1,3,1,2,1,3,3,4,3,3,2,2,4,3,4,3,5,5,3,2,3,3,4,4,4,2,2,0,0,0,0,1,8,3,0,0,3,0,6,2,24,1,492.033050537109,0.525885939598083,73.9734191894531,502.754974365234,1.08971643447876,85.8511810302734,15.05,1,2500,7.8240461,3,0,0,5,0,1,0,0,0,0,0,0,4,4,3,3,4,4,22,0,0,0,0,0,0,1,1,1,1,1,1,1,903,6.8057227,.903,.815409,2.5,31,6
187,1,0,0,0,0,0,0,0,30,1,0,0,1,0,0,30,0,0,1,0,0,232,0,5,0,1,5,2,NA,3,4,1,0,1,2,0,1,0,0,0,3,0,NA,3,0,0,1,1,1,0,1,4,2,2,3,3,2,3,2,2,4,2,2,4,5,4,5,5,5,6,3,2,4,4,5,4,5,2,2,1,0,0,3,4,4,1,1,0,1,0,2,8,64,1,492.033050537109,0.525885939598083,73.9734191894531,339.838195800781,2.82852721214294,115.219276428223,19.83,1,500,6.2146082,1,0,0,4,0,0,0,0,0,0,0,1,5,4,3,4,5,4,25,0,0,0,0,0,0,0,1,1,1,1,1,1,1189.8,7.0815406,1.1898,1.4156241,.5,32,1
188,1,0,0,0,0,0,0,1,30,1,0,0,0,1,1,10,0,0,1,1,0,232,0,5,0,1,5,2,NA,3,4,1,0,1,2,0,1,0,0,0,3,0,NA,3,0,0,1,1,1,0,1,4,2,2,3,3,2,3,2,2,4,2,2,4,5,4,5,5,5,6,3,2,4,4,5,4,5,2,2,1,0,0,3,4,4,1,1,0,1,0,2,8,64,1,492.033050537109,0.525885939598083,73.9734191894531,339.838195800781,2.82852721214294,115.219276428223,19.83,1,500,6.2146082,1,0,0,4,0,0,0,0,0,0,0,1,5,4,3,4,5,4,25,0,0,0,0,0,0,0,1,1,1,1,1,1,1189.8,7.0815406,1.1898,1.4156241,.5,32,2
189,1,0,0,0,0,0,0,1,30,0,0,1,0,0,1,60,1,0,0,0,1,232,0,5,0,1,5,2,NA,3,4,1,0,1,2,0,1,0,0,0,3,0,NA,3,0,0,1,1,1,0,1,4,2,2,3,3,2,3,2,2,4,2,2,4,5,4,5,5,5,6,3,2,4,4,5,4,5,2,2,1,0,0,3,4,4,1,1,0,1,0,2,8,64,1,492.033050537109,0.525885939598083,73.9734191894531,339.838195800781,2.82852721214294,115.219276428223,19.83,1,500,6.2146082,1,0,0,4,0,0,0,0,0,0,0,1,5,4,3,4,5,4,25,0,0,0,0,0,0,0,1,1,1,1,1,1,1189.8,7.0815406,1.1898,1.4156241,.5,32,3
190,1,0,0,0,0,0,0,1,5,0,1,0,1,0,0,20,1,1,0,0,1,232,0,5,0,1,5,2,NA,3,4,1,0,1,2,0,1,0,0,0,3,0,NA,3,0,0,1,1,1,0,1,4,2,2,3,3,2,3,2,2,4,2,2,4,5,4,5,5,5,6,3,2,4,4,5,4,5,2,2,1,0,0,3,4,4,1,1,0,1,0,2,8,64,1,492.033050537109,0.525885939598083,73.9734191894531,339.838195800781,2.82852721214294,115.219276428223,19.83,1,500,6.2146082,1,0,0,4,0,0,0,0,0,0,0,1,5,4,3,4,5,4,25,0,0,0,0,0,0,0,1,1,1,1,1,1,1189.8,7.0815406,1.1898,1.4156241,.5,32,4
191,1,0,0,0,0,0,0,0,10,1,0,1,0,1,1,20,0,1,0,0,0,232,0,5,0,1,5,2,NA,3,4,1,0,1,2,0,1,0,0,0,3,0,NA,3,0,0,1,1,1,0,1,4,2,2,3,3,2,3,2,2,4,2,2,4,5,4,5,5,5,6,3,2,4,4,5,4,5,2,2,1,0,0,3,4,4,1,1,0,1,0,2,8,64,1,492.033050537109,0.525885939598083,73.9734191894531,339.838195800781,2.82852721214294,115.219276428223,19.83,1,500,6.2146082,1,0,0,4,0,0,0,0,0,0,0,1,5,4,3,4,5,4,25,0,0,0,0,0,0,0,1,1,1,1,1,1,1189.8,7.0815406,1.1898,1.4156241,.5,32,5
192,1,0,0,0,0,0,0,0,60,0,0,1,0,0,1,10,1,1,0,1,0,232,0,5,0,1,5,2,NA,3,4,1,0,1,2,0,1,0,0,0,3,0,NA,3,0,0,1,1,1,0,1,4,2,2,3,3,2,3,2,2,4,2,2,4,5,4,5,5,5,6,3,2,4,4,5,4,5,2,2,1,0,0,3,4,4,1,1,0,1,0,2,8,64,1,492.033050537109,0.525885939598083,73.9734191894531,339.838195800781,2.82852721214294,115.219276428223,19.83,1,500,6.2146082,1,0,0,4,0,0,0,0,0,0,0,1,5,4,3,4,5,4,25,0,0,0,0,0,0,0,1,1,1,1,1,1,1189.8,7.0815406,1.1898,1.4156241,.5,32,6
193,1,0,1,0,0,0,0,0,30,0,0,0,1,0,0,30,0,0,1,0,0,233,0,1,0,0,NA,NA,NA,NA,NA,NA,0,1,1,0,0,0,3,0,2,0,NA,3,0,0,0,1,0,1,1,4,1,3,1,2,1,3,2,4,5,3,4,5,4,3,5,4,6,6,3,1,3,4,5,4,5,2,3,0,0,0,3,4,6,3,0,0,3,0,5,4,23,1,371.208435058594,79.2876586914062,115.516998291016,356.091430664062,93.6061859130859,104.612060546875,25.780001,2,2500,7.8240461,3,0,0,3,0,0,0,1,0,0,0,0,4,5,4,5,4,5,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1546.8,7.3439436,1.5468,2.3925903,2.5,33,1
194,1,0,0,0,0,0,0,1,30,0,0,0,0,1,1,10,1,0,1,1,0,233,0,1,0,0,NA,NA,NA,NA,NA,NA,0,1,1,0,0,0,3,0,2,0,NA,3,0,0,0,1,0,1,1,4,1,3,1,2,1,3,2,4,5,3,4,5,4,3,5,4,6,6,3,1,3,4,5,4,5,2,3,0,0,0,3,4,6,3,0,0,3,0,5,4,23,1,371.208435058594,79.2876586914062,115.516998291016,356.091430664062,93.6061859130859,104.612060546875,25.780001,2,2500,7.8240461,3,0,0,3,0,0,0,1,0,0,0,0,4,5,4,5,4,5,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1546.8,7.3439436,1.5468,2.3925903,2.5,33,2
195,1,0,1,0,0,0,0,1,30,0,0,1,0,0,1,60,0,0,0,0,1,233,0,1,0,0,NA,NA,NA,NA,NA,NA,0,1,1,0,0,0,3,0,2,0,NA,3,0,0,0,1,0,1,1,4,1,3,1,2,1,3,2,4,5,3,4,5,4,3,5,4,6,6,3,1,3,4,5,4,5,2,3,0,0,0,3,4,6,3,0,0,3,0,5,4,23,1,371.208435058594,79.2876586914062,115.516998291016,356.091430664062,93.6061859130859,104.612060546875,25.780001,2,2500,7.8240461,3,0,0,3,0,0,0,1,0,0,0,0,4,5,4,5,4,5,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1546.8,7.3439436,1.5468,2.3925903,2.5,33,3
196,1,0,0,0,0,0,0,1,5,1,1,0,1,0,0,20,0,1,0,0,1,233,0,1,0,0,NA,NA,NA,NA,NA,NA,0,1,1,0,0,0,3,0,2,0,NA,3,0,0,0,1,0,1,1,4,1,3,1,2,1,3,2,4,5,3,4,5,4,3,5,4,6,6,3,1,3,4,5,4,5,2,3,0,0,0,3,4,6,3,0,0,3,0,5,4,23,1,371.208435058594,79.2876586914062,115.516998291016,356.091430664062,93.6061859130859,104.612060546875,25.780001,2,2500,7.8240461,3,0,0,3,0,0,0,1,0,0,0,0,4,5,4,5,4,5,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1546.8,7.3439436,1.5468,2.3925903,2.5,33,4
197,1,0,1,0,0,0,0,0,10,0,0,1,0,1,1,20,0,1,0,0,0,233,0,1,0,0,NA,NA,NA,NA,NA,NA,0,1,1,0,0,0,3,0,2,0,NA,3,0,0,0,1,0,1,1,4,1,3,1,2,1,3,2,4,5,3,4,5,4,3,5,4,6,6,3,1,3,4,5,4,5,2,3,0,0,0,3,4,6,3,0,0,3,0,5,4,23,1,371.208435058594,79.2876586914062,115.516998291016,356.091430664062,93.6061859130859,104.612060546875,25.780001,2,2500,7.8240461,3,0,0,3,0,0,0,1,0,0,0,0,4,5,4,5,4,5,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1546.8,7.3439436,1.5468,2.3925903,2.5,33,5
198,1,0,0,0,0,0,0,0,60,0,0,1,0,0,1,10,1,1,0,1,0,233,0,1,0,0,NA,NA,NA,NA,NA,NA,0,1,1,0,0,0,3,0,2,0,NA,3,0,0,0,1,0,1,1,4,1,3,1,2,1,3,2,4,5,3,4,5,4,3,5,4,6,6,3,1,3,4,5,4,5,2,3,0,0,0,3,4,6,3,0,0,3,0,5,4,23,1,371.208435058594,79.2876586914062,115.516998291016,356.091430664062,93.6061859130859,104.612060546875,25.780001,2,2500,7.8240461,3,0,0,3,0,0,0,1,0,0,0,0,4,5,4,5,4,5,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1546.8,7.3439436,1.5468,2.3925903,2.5,33,6
199,1,0,0,0,0,0,0,0,30,1,0,0,1,0,0,30,0,0,1,0,0,234,0,2,0,1,5,3,NA,3,3,2,0,1,3,2,0,1,0,0,0,0,NA,3,0,0,0,1,1,0,1,4,2,3,2,2,2,3,3,4,4,4,3,3,4,3,4,5,3,5,4,1,3,4,5,4,4,3,3,1,0,0,1,2,4,2,1,1,1,0,6,1,32,1,323.692535400391,71.0894622802734,71.0894622802734,308.689270019531,50.2316436767578,50.2316436767578,13.47,1,1500,7.3132205,2,1,1,2,1,0,0,0,0,0,0,0,3,3,3,4,3,4,20,0,0,0,0,0,0,0,0,0,0,0,0,1,808.20001,6.6948094,.8082,.65318722,1.5,34,1
200,1,0,0,0,0,0,0,1,30,0,0,0,0,1,1,10,1,0,1,1,0,234,0,2,0,1,5,3,NA,3,3,2,0,1,3,2,0,1,0,0,0,0,NA,3,0,0,0,1,1,0,1,4,2,3,2,2,2,3,3,4,4,4,3,3,4,3,4,5,3,5,4,1,3,4,5,4,4,3,3,1,0,0,1,2,4,2,1,1,1,0,6,1,32,1,323.692535400391,71.0894622802734,71.0894622802734,308.689270019531,50.2316436767578,50.2316436767578,13.47,1,1500,7.3132205,2,1,1,2,1,0,0,0,0,0,0,0,3,3,3,4,3,4,20,0,0,0,0,0,0,0,0,0,0,0,0,1,808.20001,6.6948094,.8082,.65318722,1.5,34,2
201,1,0,0,0,0,0,0,1,30,1,0,1,0,0,1,60,0,0,0,0,1,234,0,2,0,1,5,3,NA,3,3,2,0,1,3,2,0,1,0,0,0,0,NA,3,0,0,0,1,1,0,1,4,2,3,2,2,2,3,3,4,4,4,3,3,4,3,4,5,3,5,4,1,3,4,5,4,4,3,3,1,0,0,1,2,4,2,1,1,1,0,6,1,32,1,323.692535400391,71.0894622802734,71.0894622802734,308.689270019531,50.2316436767578,50.2316436767578,13.47,1,1500,7.3132205,2,1,1,2,1,0,0,0,0,0,0,0,3,3,3,4,3,4,20,0,0,0,0,0,0,0,0,0,0,0,0,1,808.20001,6.6948094,.8082,.65318722,1.5,34,3
202,1,0,0,0,0,0,0,1,5,1,1,0,1,0,0,20,0,1,0,0,1,234,0,2,0,1,5,3,NA,3,3,2,0,1,3,2,0,1,0,0,0,0,NA,3,0,0,0,1,1,0,1,4,2,3,2,2,2,3,3,4,4,4,3,3,4,3,4,5,3,5,4,1,3,4,5,4,4,3,3,1,0,0,1,2,4,2,1,1,1,0,6,1,32,1,323.692535400391,71.0894622802734,71.0894622802734,308.689270019531,50.2316436767578,50.2316436767578,13.47,1,1500,7.3132205,2,1,1,2,1,0,0,0,0,0,0,0,3,3,3,4,3,4,20,0,0,0,0,0,0,0,0,0,0,0,0,1,808.20001,6.6948094,.8082,.65318722,1.5,34,4
203,1,0,0,0,0,0,0,0,10,1,0,1,0,1,1,20,0,1,0,0,0,234,0,2,0,1,5,3,NA,3,3,2,0,1,3,2,0,1,0,0,0,0,NA,3,0,0,0,1,1,0,1,4,2,3,2,2,2,3,3,4,4,4,3,3,4,3,4,5,3,5,4,1,3,4,5,4,4,3,3,1,0,0,1,2,4,2,1,1,1,0,6,1,32,1,323.692535400391,71.0894622802734,71.0894622802734,308.689270019531,50.2316436767578,50.2316436767578,13.47,1,1500,7.3132205,2,1,1,2,1,0,0,0,0,0,0,0,3,3,3,4,3,4,20,0,0,0,0,0,0,0,0,0,0,0,0,1,808.20001,6.6948094,.8082,.65318722,1.5,34,5
204,1,0,0,0,0,0,0,0,60,0,0,1,0,0,1,10,1,1,0,1,0,234,0,2,0,1,5,3,NA,3,3,2,0,1,3,2,0,1,0,0,0,0,NA,3,0,0,0,1,1,0,1,4,2,3,2,2,2,3,3,4,4,4,3,3,4,3,4,5,3,5,4,1,3,4,5,4,4,3,3,1,0,0,1,2,4,2,1,1,1,0,6,1,32,1,323.692535400391,71.0894622802734,71.0894622802734,308.689270019531,50.2316436767578,50.2316436767578,13.47,1,1500,7.3132205,2,1,1,2,1,0,0,0,0,0,0,0,3,3,3,4,3,4,20,0,0,0,0,0,0,0,0,0,0,0,0,1,808.20001,6.6948094,.8082,.65318722,1.5,34,6
205,1,0,0,0,0,0,0,0,30,1,0,0,1,0,0,30,0,0,1,0,0,235,0,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,2,3,1,0,NA,3,0,0,0,1,1,1,1,4,2,2,2,2,2,3,2,1,4,5,5,5,4,3,3,4,6,6,1,1,1,3,5,4,4,1,1,0,0,0,2,1,5,1,0,0,4,0,2,3,22,1,251.568176269531,27.3101100921631,27.3101100921631,242.900466918945,5.9430947303772,5.9430947303772,21.77,1,500,6.2146082,4,0,0,1,0,0,1,0,0,0,0,0,5,5,5,5,5,4,29,0,0,0,0,0,0,0,0,1,1,1,1,1,1306.2001,7.1748776,1.3062,1.7061585,.5,35,1
206,1,0,0,0,0,0,0,1,30,1,0,0,0,1,1,10,0,0,1,1,0,235,0,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,2,3,1,0,NA,3,0,0,0,1,1,1,1,4,2,2,2,2,2,3,2,1,4,5,5,5,4,3,3,4,6,6,1,1,1,3,5,4,4,1,1,0,0,0,2,1,5,1,0,0,4,0,2,3,22,1,251.568176269531,27.3101100921631,27.3101100921631,242.900466918945,5.9430947303772,5.9430947303772,21.77,1,500,6.2146082,4,0,0,1,0,0,1,0,0,0,0,0,5,5,5,5,5,4,29,0,0,0,0,0,0,0,0,1,1,1,1,1,1306.2001,7.1748776,1.3062,1.7061585,.5,35,2
207,1,0,0,0,0,0,0,1,30,1,0,1,0,0,1,60,0,0,0,0,1,235,0,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,2,3,1,0,NA,3,0,0,0,1,1,1,1,4,2,2,2,2,2,3,2,1,4,5,5,5,4,3,3,4,6,6,1,1,1,3,5,4,4,1,1,0,0,0,2,1,5,1,0,0,4,0,2,3,22,1,251.568176269531,27.3101100921631,27.3101100921631,242.900466918945,5.9430947303772,5.9430947303772,21.77,1,500,6.2146082,4,0,0,1,0,0,1,0,0,0,0,0,5,5,5,5,5,4,29,0,0,0,0,0,0,0,0,1,1,1,1,1,1306.2001,7.1748776,1.3062,1.7061585,.5,35,3
208,1,0,0,0,0,0,0,1,5,1,1,0,1,0,0,20,0,1,0,0,1,235,0,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,2,3,1,0,NA,3,0,0,0,1,1,1,1,4,2,2,2,2,2,3,2,1,4,5,5,5,4,3,3,4,6,6,1,1,1,3,5,4,4,1,1,0,0,0,2,1,5,1,0,0,4,0,2,3,22,1,251.568176269531,27.3101100921631,27.3101100921631,242.900466918945,5.9430947303772,5.9430947303772,21.77,1,500,6.2146082,4,0,0,1,0,0,1,0,0,0,0,0,5,5,5,5,5,4,29,0,0,0,0,0,0,0,0,1,1,1,1,1,1306.2001,7.1748776,1.3062,1.7061585,.5,35,4
209,1,0,0,0,0,0,0,0,10,1,0,1,0,1,1,20,0,1,0,0,0,235,0,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,2,3,1,0,NA,3,0,0,0,1,1,1,1,4,2,2,2,2,2,3,2,1,4,5,5,5,4,3,3,4,6,6,1,1,1,3,5,4,4,1,1,0,0,0,2,1,5,1,0,0,4,0,2,3,22,1,251.568176269531,27.3101100921631,27.3101100921631,242.900466918945,5.9430947303772,5.9430947303772,21.77,1,500,6.2146082,4,0,0,1,0,0,1,0,0,0,0,0,5,5,5,5,5,4,29,0,0,0,0,0,0,0,0,1,1,1,1,1,1306.2001,7.1748776,1.3062,1.7061585,.5,35,5
210,1,0,0,0,0,0,0,0,60,0,0,1,0,0,1,10,1,1,0,1,0,235,0,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,2,3,1,0,NA,3,0,0,0,1,1,1,1,4,2,2,2,2,2,3,2,1,4,5,5,5,4,3,3,4,6,6,1,1,1,3,5,4,4,1,1,0,0,0,2,1,5,1,0,0,4,0,2,3,22,1,251.568176269531,27.3101100921631,27.3101100921631,242.900466918945,5.9430947303772,5.9430947303772,21.77,1,500,6.2146082,4,0,0,1,0,0,1,0,0,0,0,0,5,5,5,5,5,4,29,0,0,0,0,0,0,0,0,1,1,1,1,1,1306.2001,7.1748776,1.3062,1.7061585,.5,35,6
211,1,0,1,0,0,0,0,0,30,0,0,0,1,0,0,30,0,0,1,0,0,237,0,1,1,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,1,3,0,2,0,NA,3,0,0,0,1,0,0,1,4,1,3,2,2,2,3,2,4,4,4,5,4,4,3,4,4,3,5,3,2,2,4,4,4,5,4,1,0,0,0,1,4,3,1,0,0,4,0,3,7,20,1,270.982330322266,29.4335327148438,29.4335327148438,236.290573120117,4.69619560241699,4.69619560241699,23.02,1,500,6.2146082,4,0,0,5,0,0,0,0,0,0,1,0,4,5,3,4,4,4,24,0,0,0,0,0,0,0,0,1,1,1,1,1,1381.2001,7.2307081,1.3812001,1.9077137,.5,36,1
212,1,0,0,0,0,0,0,1,30,0,0,0,0,1,1,10,1,0,1,1,0,237,0,1,1,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,1,3,0,2,0,NA,3,0,0,0,1,0,0,1,4,1,3,2,2,2,3,2,4,4,4,5,4,4,3,4,4,3,5,3,2,2,4,4,4,5,4,1,0,0,0,1,4,3,1,0,0,4,0,3,7,20,1,270.982330322266,29.4335327148438,29.4335327148438,236.290573120117,4.69619560241699,4.69619560241699,23.02,1,500,6.2146082,4,0,0,5,0,0,0,0,0,0,1,0,4,5,3,4,4,4,24,0,0,0,0,0,0,0,0,1,1,1,1,1,1381.2001,7.2307081,1.3812001,1.9077137,.5,36,2
213,1,0,0,0,0,0,0,1,30,1,0,1,0,0,1,60,0,0,0,0,1,237,0,1,1,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,1,3,0,2,0,NA,3,0,0,0,1,0,0,1,4,1,3,2,2,2,3,2,4,4,4,5,4,4,3,4,4,3,5,3,2,2,4,4,4,5,4,1,0,0,0,1,4,3,1,0,0,4,0,3,7,20,1,270.982330322266,29.4335327148438,29.4335327148438,236.290573120117,4.69619560241699,4.69619560241699,23.02,1,500,6.2146082,4,0,0,5,0,0,0,0,0,0,1,0,4,5,3,4,4,4,24,0,0,0,0,0,0,0,0,1,1,1,1,1,1381.2001,7.2307081,1.3812001,1.9077137,.5,36,3
214,1,0,0,0,0,0,0,1,5,1,1,0,1,0,0,20,0,1,0,0,1,237,0,1,1,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,1,3,0,2,0,NA,3,0,0,0,1,0,0,1,4,1,3,2,2,2,3,2,4,4,4,5,4,4,3,4,4,3,5,3,2,2,4,4,4,5,4,1,0,0,0,1,4,3,1,0,0,4,0,3,7,20,1,270.982330322266,29.4335327148438,29.4335327148438,236.290573120117,4.69619560241699,4.69619560241699,23.02,1,500,6.2146082,4,0,0,5,0,0,0,0,0,0,1,0,4,5,3,4,4,4,24,0,0,0,0,0,0,0,0,1,1,1,1,1,1381.2001,7.2307081,1.3812001,1.9077137,.5,36,4
215,1,0,0,0,0,0,0,0,10,1,0,1,0,1,1,20,0,1,0,0,0,237,0,1,1,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,1,3,0,2,0,NA,3,0,0,0,1,0,0,1,4,1,3,2,2,2,3,2,4,4,4,5,4,4,3,4,4,3,5,3,2,2,4,4,4,5,4,1,0,0,0,1,4,3,1,0,0,4,0,3,7,20,1,270.982330322266,29.4335327148438,29.4335327148438,236.290573120117,4.69619560241699,4.69619560241699,23.02,1,500,6.2146082,4,0,0,5,0,0,0,0,0,0,1,0,4,5,3,4,4,4,24,0,0,0,0,0,0,0,0,1,1,1,1,1,1381.2001,7.2307081,1.3812001,1.9077137,.5,36,5
216,1,0,0,0,0,0,0,0,60,0,0,1,0,0,1,10,1,1,0,1,0,237,0,1,1,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,1,3,0,2,0,NA,3,0,0,0,1,0,0,1,4,1,3,2,2,2,3,2,4,4,4,5,4,4,3,4,4,3,5,3,2,2,4,4,4,5,4,1,0,0,0,1,4,3,1,0,0,4,0,3,7,20,1,270.982330322266,29.4335327148438,29.4335327148438,236.290573120117,4.69619560241699,4.69619560241699,23.02,1,500,6.2146082,4,0,0,5,0,0,0,0,0,0,1,0,4,5,3,4,4,4,24,0,0,0,0,0,0,0,0,1,1,1,1,1,1381.2001,7.2307081,1.3812001,1.9077137,.5,36,6
217,1,0,1,0,0,0,0,0,30,0,0,0,1,0,0,30,0,0,1,0,0,238,1,6,0,1,5,3,NA,4,4,3,1,1,2,0,3,1,0,0,0,1,1,2,1,1,1,1,1,1,1,4,1,3,1,2,1,3,1,3,2,4,2,4,4,2,5,4,5,5,3,4,4,5,5,5,5,4,3,1,0,0,3,1,2,4,1,0,0,2,5,8,80,1,469.561126708984,5.34547328948975,59.7554130554199,482.065551757812,2.75343108177185,63.546272277832,14.67,1,4000,8.2940493,2,0,0,4,0,0,0,0,0,0,0,1,4,4,3,5,3,5,24,0,0,0,0,0,0,0,1,1,1,1,1,1,880.20001,6.780149,.88020003,.77475208,4,37,1
218,1,0,0,0,0,0,0,1,30,0,0,0,0,1,1,10,1,0,1,1,0,238,1,6,0,1,5,3,NA,4,4,3,1,1,2,0,3,1,0,0,0,1,1,2,1,1,1,1,1,1,1,4,1,3,1,2,1,3,1,3,2,4,2,4,4,2,5,4,5,5,3,4,4,5,5,5,5,4,3,1,0,0,3,1,2,4,1,0,0,2,5,8,80,1,469.561126708984,5.34547328948975,59.7554130554199,482.065551757812,2.75343108177185,63.546272277832,14.67,1,4000,8.2940493,2,0,0,4,0,0,0,0,0,0,0,1,4,4,3,5,3,5,24,0,0,0,0,0,0,0,1,1,1,1,1,1,880.20001,6.780149,.88020003,.77475208,4,37,2
219,1,0,1,0,0,0,0,1,30,0,0,1,0,0,1,60,0,0,0,0,1,238,1,6,0,1,5,3,NA,4,4,3,1,1,2,0,3,1,0,0,0,1,1,2,1,1,1,1,1,1,1,4,1,3,1,2,1,3,1,3,2,4,2,4,4,2,5,4,5,5,3,4,4,5,5,5,5,4,3,1,0,0,3,1,2,4,1,0,0,2,5,8,80,1,469.561126708984,5.34547328948975,59.7554130554199,482.065551757812,2.75343108177185,63.546272277832,14.67,1,4000,8.2940493,2,0,0,4,0,0,0,0,0,0,0,1,4,4,3,5,3,5,24,0,0,0,0,0,0,0,1,1,1,1,1,1,880.20001,6.780149,.88020003,.77475208,4,37,3
220,1,0,0,0,0,0,0,1,5,1,1,0,1,0,0,20,0,1,0,0,1,238,1,6,0,1,5,3,NA,4,4,3,1,1,2,0,3,1,0,0,0,1,1,2,1,1,1,1,1,1,1,4,1,3,1,2,1,3,1,3,2,4,2,4,4,2,5,4,5,5,3,4,4,5,5,5,5,4,3,1,0,0,3,1,2,4,1,0,0,2,5,8,80,1,469.561126708984,5.34547328948975,59.7554130554199,482.065551757812,2.75343108177185,63.546272277832,14.67,1,4000,8.2940493,2,0,0,4,0,0,0,0,0,0,0,1,4,4,3,5,3,5,24,0,0,0,0,0,0,0,1,1,1,1,1,1,880.20001,6.780149,.88020003,.77475208,4,37,4
221,1,0,1,0,0,0,0,0,10,0,0,1,0,1,1,20,0,1,0,0,0,238,1,6,0,1,5,3,NA,4,4,3,1,1,2,0,3,1,0,0,0,1,1,2,1,1,1,1,1,1,1,4,1,3,1,2,1,3,1,3,2,4,2,4,4,2,5,4,5,5,3,4,4,5,5,5,5,4,3,1,0,0,3,1,2,4,1,0,0,2,5,8,80,1,469.561126708984,5.34547328948975,59.7554130554199,482.065551757812,2.75343108177185,63.546272277832,14.67,1,4000,8.2940493,2,0,0,4,0,0,0,0,0,0,0,1,4,4,3,5,3,5,24,0,0,0,0,0,0,0,1,1,1,1,1,1,880.20001,6.780149,.88020003,.77475208,4,37,5
222,1,0,0,0,0,0,0,0,60,0,0,1,0,0,1,10,1,1,0,1,0,238,1,6,0,1,5,3,NA,4,4,3,1,1,2,0,3,1,0,0,0,1,1,2,1,1,1,1,1,1,1,4,1,3,1,2,1,3,1,3,2,4,2,4,4,2,5,4,5,5,3,4,4,5,5,5,5,4,3,1,0,0,3,1,2,4,1,0,0,2,5,8,80,1,469.561126708984,5.34547328948975,59.7554130554199,482.065551757812,2.75343108177185,63.546272277832,14.67,1,4000,8.2940493,2,0,0,4,0,0,0,0,0,0,0,1,4,4,3,5,3,5,24,0,0,0,0,0,0,0,1,1,1,1,1,1,880.20001,6.780149,.88020003,.77475208,4,37,6
